EXT_SOURCE_2,EXT_SOURCE_3,EXT_SOURCE_1,AMT_ANNUITY,DAYS_EMPLOYED,CODE_GENDER,PAYMENT_RATE,INSTAL_DPD_MEAN,NAME_EDUCATION_TYPE_Higher education,INSTAL_AMT_PAYMENT_SUM,PREV_CNT_PAYMENT_MEAN,NAME_FAMILY_STATUS_Married,AMT_GOODS_PRICE,APPROVED_CNT_PAYMENT_MEAN,OWN_CAR_AGE,BURO_AMT_CREDIT_SUM_DEBT_MEAN,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_APP_CREDIT_PERC_MIN,ANNUITY_INCOME_PERC,TARGET,SK_ID_CURR,PRED,PREDproba,cluster
0.5116060177707921,0.4650692149562261,,11304.0,-3982.0,0,0.0785,0.0,0,2196185.4450000008,23.714285714285715,1,144000.0,23.714285714285715,2.0,180414.81818181818,-14933,0.0,0.8256437706336741,0.10048,0.0,336886,0.0,0.39939631911890683,0
0.2029456461756213,0.7544061731797895,,29808.0,-988.0,1,0.026496,0.0,0,31247.775,9.0,0,1125000.0,6.0,22.0,0.0,-18396,0.3333333333333333,1.315059861373661,0.18925714285714285,0.0,441450,0.0,0.3721036405687128,4
0.5099667138241422,0.6894791426446275,,30528.0,-4814.0,1,0.03239732569245463,0.18604651162790697,0,710035.5150000001,21.333333333333332,1,675000.0,2.0,,5504.785714285715,-18078,0.0,0.0,0.13568,0.0,171066,1.0,0.5712612326973359,2
0.6852893085879229,0.3893387918468769,,38331.0,-958.0,0,0.03555091819699499,0.0,1,23293.89,9.0,1,900000.0,6.0,11.0,22451.4,-11334,0.3333333333333333,0.8956560680698612,0.17036,0.0,207674,0.0,0.36832412005664883,4
0.7578898834443443,,,13090.5,-1956.0,1,0.03807591623036649,0.16666666666666666,1,1423511.5499999996,18.0,1,225000.0,18.0,,,-19095,0.0,0.0,0.05818,0.0,115146,0.0,0.35465992566985727,2
0.5594614020630553,,0.5183255444722968,13500.0,-605.0,1,0.05,0.3333333333333333,0,1610688.3750000005,18.0,0,270000.0,18.0,,,-8699,0.0,0.9357698006290452,0.075,0.0,413345,0.0,0.4646245226467961,2
0.2501093113583379,0.4101025731788671,,29866.5,-2024.0,0,0.05105384615384615,2.6923076923076925,0,2493262.485000001,27.428571428571427,1,585000.0,26.0,,757791.0,-13924,0.14285714285714285,0.0,0.165925,1.0,425321,0.0,0.19326777153432895,0
0.357799352884213,0.5884877883422673,0.5576528956049158,23152.5,-10124.0,0,0.039883720930232555,0.22580645161290322,0,585559.2149999997,15.0,1,580500.0,15.0,17.0,2511312.1087499997,-17493,0.0,0.0,0.09354545454545454,0.0,365451,1.0,0.7597019959074609,3
0.5569375651516276,0.1940678276718812,,50269.5,-560.0,0,0.10610752279635258,0.0,1,482547.3300000001,6.0,1,450000.0,6.0,9.0,7691350.5,-10899,0.0,0.9961628571955652,0.279275,0.0,367794,0.0,0.3884071020569314,6
0.5599517955910674,0.5064842396679806,0.6179245160107371,45333.0,-1751.0,1,0.029322389102340203,0.0,0,90444.24,6.0,1,1350000.0,12.0,,134473.5,-14294,0.6,0.9044887480444462,0.35978571428571426,0.0,149228,1.0,0.6082444833804825,4
0.6550859506115727,0.6023863442690867,,40504.5,-1904.0,0,0.03150099567084417,1.6944444444444444,1,2369985.525,18.0,1,1152000.0,18.0,,8022624.75,-18872,0.0,0.9546342577322203,0.16365454545454544,0.0,242589,1.0,0.5290162246548388,6
0.5610884101970921,0.4311917977993083,0.6152852458550108,24696.0,-3376.0,1,0.05132425557384408,1.0674157303370786,0,4531442.2650000015,32.44444444444444,0,360000.0,18.666666666666668,4.0,66188.25,-19082,0.3333333333333333,0.8220529402093495,0.1372,0.0,240721,1.0,0.536108324904569,5
0.4328071824298821,0.2353105173615833,,64701.0,-3873.0,1,0.034827895259549935,0.38613861386138615,0,3816843.164999998,12.0,1,1696500.0,12.0,16.0,93106.90022727272,-20644,0.35294117647058826,0.0,0.35945,0.0,193458,0.0,0.24455204980383216,5
0.7034354958361237,0.7826078370261895,,44860.5,-2960.0,0,0.09494285714285715,0.0,1,1032308.1899999996,6.0,1,454500.0,6.0,10.0,12604477.5,-11784,0.0,0.0,0.11728235294117648,0.0,221757,1.0,0.8078632246661219,6
0.6484702330336605,0.6212263380626669,,30177.0,-893.0,0,0.05128087481838342,0.0,0,300971.56499999994,12.0,1,468000.0,12.0,,2088390.375,-18751,0.0,0.9080529161635782,0.18627777777777776,0.0,206981,1.0,0.6078512697118341,3
0.5219046382988244,0.4812493411434029,0.7065387018063105,40063.5,-2498.0,0,0.039788165892027175,0.1506849315068493,0,2005740.9900000014,22.0,0,900000.0,9.333333333333334,7.0,25274.950714285715,-14783,0.14285714285714285,0.0,0.1112875,0.0,175672,1.0,0.7915624477610935,0
0.6505858638622015,0.5082869913916046,0.4128492560810661,26316.0,-4977.0,1,0.02924,0.0,0,2410794.9899999998,15.0,1,900000.0,15.0,,43988.85,-16719,0.0,0.0,0.23392,0.0,135050,1.0,0.7579339357855849,0
0.6572714882743836,0.7700870700124128,,7875.0,,1,0.05,0.10126582278481013,0,1797284.4749999992,20.4,1,157500.0,18.0,,,-21666,0.3,0.8938159939700772,0.12962962962962962,0.0,308226,1.0,0.6333049687437927,2
0.5628109597141908,0.520897599048938,0.6345654284955773,48595.5,,1,0.10799,1.1857142857142857,0,3767884.470000001,11.466666666666667,0,450000.0,11.384615384615385,,63734.76310344827,-22973,0.1875,0.8347348615750874,0.1227159090909091,0.0,177061,1.0,0.8450237804254509,5
0.5508426222824204,0.0795864361598616,,59620.5,,1,0.03817110589319927,0.125,0,874812.8249999996,27.333333333333332,1,1458000.0,27.333333333333332,,46669.09090909091,-22087,0.0,0.8792909397861565,0.15772619047619046,0.0,298963,0.0,0.27578116909018835,4
0.171783873688883,0.4902575124990026,0.5286137488883108,76432.5,-941.0,1,0.10788168266207658,0.027777777777777776,0,4527300.645,17.666666666666668,1,652500.0,21.2,16.0,170887.5,-13895,0.1111111111111111,0.8959288990825688,0.22646666666666668,0.0,421916,1.0,0.5293280044058855,5
0.7266877732041682,,0.2771128651556483,19107.0,-606.0,1,0.06083966184267087,0.0,0,69118.785,18.0,1,238500.0,18.0,,5774165.55,-10602,0.0,1.0,0.18460869565217392,0.0,126457,0.0,0.4480184666803698,6
0.4917640168733968,,0.3160378694532335,44865.0,-305.0,1,0.05120672210209501,0.4444444444444444,1,492269.17500000005,11.0,0,769500.0,11.0,,6018579.0,-10706,0.0,0.8709916239638829,0.22155555555555556,0.0,442274,0.0,0.32372230139090086,6
0.7106687009929633,,,28728.0,-3662.0,1,0.04256,0.0,0,24829.065000000002,6.0,0,675000.0,6.0,,1158313.005,-15226,0.0,1.1112808204233036,0.12768,0.0,370838,0.0,0.27259878433843665,3
0.7139399904530994,0.4118485559242397,0.6100789626618452,44901.0,-646.0,0,0.04249248354044409,0.0,1,362698.20000000007,12.0,1,972000.0,12.0,3.0,5463414.0,-13477,0.0,1.4285714285714286,0.05869411764705882,0.0,360732,1.0,0.8903660195099498,6
0.2110209044590506,0.4188542886233217,,29970.0,-2323.0,1,0.046822272215973,0.14814814814814814,0,2654355.0599999996,19.5,1,450000.0,19.6,16.0,142187.5,-11000,0.3,0.7617561265629935,0.222,0.0,385626,0.0,0.11026181702327453,0
0.7101738482442708,0.3539876078507373,,16164.0,-2068.0,0,0.05146131805157593,6.698924731182796,0,736508.8349999995,11.0,1,225000.0,11.0,,1401648.75,-13427,0.0,0.8269246671628214,0.059866666666666665,0.0,296149,1.0,0.5396077963925732,3
0.4246451296803712,0.3859146722745145,,55723.5,-1907.0,1,0.042468619246861926,0.08333333333333333,1,226093.00499999995,12.0,1,1125000.0,12.0,9.0,5660043.39,-11480,0.0,0.9209869361836206,0.1375888888888889,0.0,209334,0.0,0.41041413999537457,6
0.6996995358980262,,0.5475369240198029,35469.0,-3800.0,0,0.03980486425339366,0.13675213675213677,1,2022374.5650000009,6.0,1,720000.0,6.0,5.0,95760.0,-18178,0.0,0.0,0.15764,0.0,298987,1.0,0.5097184270641387,0
0.5907365745922172,0.4241303111942548,,38430.0,-1163.0,0,0.036039837947332884,0.0,0,7523956.440000003,20.5,1,900000.0,5.0,7.0,243506.25,-15653,0.4,0.0,0.10675,0.0,423117,0.0,0.35494588657478954,5
0.5440218517032391,0.6971469077844458,,13500.0,-3324.0,0,0.05,0.0,0,58783.994999999995,10.0,0,270000.0,10.0,,1404875.853,-18808,0.0,1.0,0.05660377358490566,0.0,414314,1.0,0.636523728133382,3
0.6623613959113195,0.3689687382528466,0.4462636180699647,51543.0,-2024.0,1,0.05118877368609224,0.0,0,2413288.8449999997,36.0,1,900000.0,30.0,13.0,85728.5,-10339,0.0,1.0,0.44053846153846155,0.0,254712,1.0,0.5853888148088229,0
0.3342077393547029,,0.0576013063467426,13387.5,-557.0,1,0.04707278481012658,0.0,0,168477.07499999998,6.0,1,225000.0,6.0,,3051058.5,-11792,0.0,0.9044630002879355,0.19833333333333333,1.0,415922,0.0,0.19698524320558664,3
0.7183363608383279,,,21613.5,,1,0.05457954545454546,0.5353535353535354,0,4590826.199999996,37.2,1,396000.0,36.0,,,-20612,0.2,0.0,0.1601,0.0,103496,0.0,0.2676730871987246,5
0.7450560325354864,0.2851799046358216,0.4053661677716418,50544.0,-726.0,0,0.02931412464766677,0.5526315789473685,1,2307602.7450000006,12.0,1,1350000.0,12.0,21.0,7826460.9975,-13054,0.0,0.0,0.13214117647058823,0.0,163034,1.0,0.6573858247598873,6
0.544108642651863,0.5154953751603267,,34636.5,-1895.0,1,0.0730445840529922,0.16666666666666666,0,460649.5650000001,8.0,1,391500.0,8.0,,78768.045,-11124,0.0,0.8364001338240215,0.5131333333333333,1.0,421603,0.0,0.347115156784673,1
0.7366684829400655,0.6832688314232291,,21775.5,-2537.0,0,0.03226,0.625,1,46601.595,6.0,1,675000.0,6.0,9.0,5897920.5,-16221,0.0,1.250050823338077,0.1008125,0.0,162975,1.0,0.7681004296513232,6
0.4757424588889669,0.7136313997323308,,36265.5,-2436.0,1,0.02759685781403026,0.4358974358974359,0,404151.4799999998,10.0,1,1147500.0,10.0,2.0,0.0,-17938,0.0,1.0,0.11851470588235294,0.0,354597,1.0,0.6287943015912939,4
0.6207951764869863,0.0890438827498688,0.6143767458585927,59431.5,-1571.0,1,0.02756051752921536,1.0517241379310345,0,4553014.319999998,10.0,1,1800000.0,9.714285714285714,4.0,41912.25,-15844,0.1,0.0,0.15007954545454547,0.0,455491,1.0,0.5856671998481571,5
0.6796549975331659,0.5316861425197883,0.7060032390650057,37309.5,,1,0.033164,0.11538461538461539,0,2400763.139999999,25.166666666666668,1,1125000.0,32.0,,0.0,-22656,0.6153846153846154,0.0,0.18424444444444443,0.0,119892,1.0,0.707994201779603,0
0.3722175591401516,0.6785676886853644,,41944.5,,0,0.04236818181818182,0.0,0,6255252.944999997,12.333333333333334,1,990000.0,12.333333333333334,,0.0,-23547,0.0,0.8239013790049331,0.3107,0.0,130310,1.0,0.5557412057294835,5
0.6005431166958621,0.7047064232963289,,42196.5,-2426.0,0,0.027498533724340177,0.0,1,144788.76,10.0,1,1534500.0,10.0,64.0,234516.81999999998,-12969,0.0,1.0,0.14426153846153847,0.0,199835,1.0,0.7199586113679519,4
0.6701749471277946,0.6347055309763198,0.5518954493704322,35653.5,-973.0,1,0.029344444444444444,0.0,1,32466.105000000003,12.0,1,1215000.0,12.0,,3131370.0,-10729,0.0,1.1112544802867383,0.31692,0.0,285519,1.0,0.7460460267330206,3
